titles,reviews,ratings
"
Device performance
","
battery life, fingerprint reader are good. But there is lot of noise while taking foto in low light condition.One must also look the performance of the device. For the price range it's ok but there is drop in performance and frame rate while scrolling through Google news and youtube. Not only these there are lots of lag while using. I have been using m13 4g for 7 days. If you want to buy then go for the M13 5g model which offer more fluidity since it runs on MT D700 (7nm technology) which is more better performance  the exynos 850. Think carefully while buying.
",3
"
Nyc
","
Ok
",3
"
Good
","
Good
",4
"
Good
","
Good
",4
"
Good phone for the price
","
I have not tried the camera but the rest is good,battery is good. Using it for two days found the phone to be good.
",4
"
Camera
","
Front Camera is not done. And baterry fitted in min 6000 mah
",4
"
Value for money @ rs12,000
","
Need improvement of one ui design.Otherwise good mobile for normal use.
",4
"
Great product under 15000
","
Camera,touch and screen quality is good
",4
"
The Best one
","
The best...
",4
"
Good phone
","
Normal uses best phone
",4
"
According to amount mobile is good
","
Battery life is good but mobile work slowly
",4
"
Some dissatisfied samsung M13 mobile functions
","
Screen double touch to wake on screen not working properly, shortcut screen shot not available like palm/ 3 finger, screen recorder not available.
",4
"
Good 👍
","
I feel very happy battery 🔋 life and camera 📷  quality is very good
",5
"
Good phone for basic usage
","
Like the look of mobile and the performance
",5
"
Very Good product
","
Mention the above are Good to use
",5
"
Thats a afortable and advanced in that price
","
Thats a afortable and advanced in that price
",5
"
Good mobile
","
According to price the product is superb.
",5
"
Good quality phone at decent price
","
Nice phone with decent camera quality.value for money
",5
"
Good one for the price range!
","
Efficient and helpful for the price range. Camera is good. Battery - as of now working fine
",5
"
Super Mobile better that price
","
Good mobile and over all good
",5
"
Best Budget Phone 4G version only
","
With the Amazon deals I got it cheaper than market and Samsung has improved with basic models too, runs fine with no hangs till now.
",5
"
Superb mobile
","
Must buy it. 5star quality of display
",5
"
WORST CUSTOMER SUPPORT
","
Purchase this or anything on Amazon at your own risk, customer support is not going to help.My unit had a physical defect, gaps on the sides from the back panel and it's a serious issue considering the phone is ip68 rated (water resistant) and this gap can cause water damage. Poor quality control as I saw some other customers reporting same issue and some units also getting water damage and then Samsung can't help there.First, they can't replace directly now. Some technician will visit and verify the issue however no one called or showed up and then I get an email saying ""Customer requested to reschedule"".Support Reps on chat are disconnecting the chat saying they can't do anything, there's a different team for these issues which is rude. It's been more than 24 hours and no one joined that chat and yet I was told ""I have option to keep this chat window open so have you can get connect with your concern team""Lastly, cherry on top is that they CAN'T change the address for the Technician's visit even if you're not at the same location where the order was delivered. Due to this, I had to wait 4 hours on a different location for the Technician's visit and no one came except for the email later saying ""Customer requested to reschedule"".Basically, you're on own after purchasing from Amazon. Think before making bigger purchases.Update: Still unresolved and denied further supportAfter a week of back and forth, finally a replacement was created however it wasn't delivered. For 5 days straight, it kept saying ""Now arriving today"" and ""Rescheduled"" and it's just stuck there.After countless hours with ~15 support and escalation agents (they all have technical issues when I ask a question), one of them canceled the order in hurry and now they can't create a new replacement order. Asking me to return the defective phone and place a new order which is by paying 6500/- more whereas I placed the order on sale for 23.5k. One agent promised that he'll refund the new order but he disconnected the chat and the next agent is not respective that offer.Currently, I'm stuck with the defective phone and support team disconnected the chat even while talking and said we can't help you anymore. That Agent also sent an email with numerous links pushing the survey links to bottom and interestingly, he modified the survey URL's domain from Amazon.in to Amazon.co.uk to avoid feedback and this was by the either by the Escalations or Leadership team.Not just the frontline Support team, Escalations and Leadership teams are also irresponsible and have such unethical and unprofessional behavior. Not to mention, no one wants to check the previous chats, you have to repeat every single thing all over again and I've done this for 2 weeks with more than 15 Agents.Next: I'm taking this social media and consumer forums.
",1
